id,name,availability,code_product,price,hrefs
7714,Радиоуправляемая модель краулер Gmade GS01 Desert Sawback 4WD 1к10 RTR (GM52012),Ожидается поступление,L11243,35190,https://igroray.ru/catalog/radioupravlyaemaya-model-krauler-gmade-gs01-desert-sawback-4wd-1k10-rtr-gm52012/
7715,Радиоуправляемая модель Remo Hobby монстр Dinosaurs Master Brushless UPGRADE 4WD (1к8) синий (RH8036-BLUE),Ожидается поступление,L12916,23051,https://igroray.ru/catalog/radioupravlyaemaya-model-remo-hobby-monstr-dinosaurs-master-brushless-upgrade-4wd-1k8-siniy/
7716,Радиоуправляемый робот Le Neng Toys интерактивная собака Wow!Dog (LNT-K10),Ожидается поступление,L12356,3489,https://igroray.ru/catalog/radioupravlyaemyy-robot-le-neng-toys-interaktivnaya-sobaka-wow-dog-lnt-k10/
7717,Радиоуправляемая модель краулер Gmade GS01 Sawback 4LS 4WD 1к10 KIT (GM55000),Ожидается поступление,L11268,34788,https://igroray.ru/catalog/radioupravlyaemaya-model-krauler-gmade-gs01-sawback-4ls-4wd-1k10-kit-gm55000/
7718,Радиоуправляемая модель Remo Hobby монстр MMAX PRO UPGRADE 4WD (1к10) синий (RH1031PRO-UPG-BLUE),Ожидается поступление,L12885,13489,https://igroray.ru/catalog/radioupravlyaemaya-model-remo-hobby-monstr-mmax-pro-upgrade-4wd-1k10-siniy/
7719,"P/У танк Taigen 1/16 Tiger 1 (Германия, ранняя версия) дым V3 2.4G RTR, TGAS3818-C3.0",Ожидается поступление,L41438,34052,https://igroray.ru/catalog/p-u-tank-taigen-1-16-tiger-1-germaniya-rannyaya-versiya-dym-v3-2-4g-rtr/
7720,Радиоуправляемая модель MZ краулер 2836 Tipping-Bucket 4WD (1к14) Black (MZ-2836),Ожидается поступление,L12963,1870,https://igroray.ru/catalog/radioupravlyaemaya-model-mz-krauler-2836-tipping-bucket-4wd-1k14-black/
7721,Радиоуправляемая модель трагги Traxxas Rustler 4X4 VX TSM 4WD RTR 1к10 (TRA67076-4-OR),Ожидается поступление,L11138,45750,https://igroray.ru/catalog/radioupravlyaemaya-model-traggi-traxxas-rustler-4x4-vx-tsm-4wd-rtr-masshtab-1k10-2-4g-tra67076-4-or/
7722,"Радиоуправляемый танк Taigen 1/16 Panther type G (Германия) дым (для ИК боя) V3.0 2.4G RTR, TGIS3879G-B1-3.0",Ожидается поступление,L41434,34542,https://igroray.ru/catalog/radioupravlyaemyy-tank-taigen-1-16-panther-type-g-germaniya-dym-dlya-ik-boya-v3-0-2-4g-rtr/
7723,"Р/У багги Super Power 1/20 + свет + звук, BS611B",Ожидается поступление,L41800,1989,https://igroray.ru/catalog/r-u-baggi-super-power-1-20-svet-zvuk-bs611b/
7724,Радиоуправляемая модель MYX 7911-5D,Ожидается поступление,L10970,694,https://igroray.ru/catalog/radioupravlyaemaya-model-myx-7911-5d/
7725,Радиоуправляемая модель Remo Hobby шорт-корс Rocket Brushless V2.0 4WD (1к16) оранжевый (RH1625V2-ORAN),Ожидается поступление,L12901,8425,https://igroray.ru/catalog/radioupravlyaemaya-model-remo-hobby-short-kors-rocket-brushless-v2-0-4wd-1k16-oranzhevyy/
7726,"Внедорожник Monstre Truck Nissan Silvia на Р/У Wangfeng 1/16 свет, звук",Ожидается поступление,L41739,2990,https://igroray.ru/catalog/vnedorozhnik-monstre-truck-nissan-silvia-na-r-u-wangfeng-1-16-svet-zvuk/
7727,"Радиоуправляемый танк Taigen 1к16 ИС-2 модель 1944, СССР (TG3928-1G)",Ожидается поступление,L11285,44648,https://igroray.ru/catalog/radioupravlyaemyy-tank-taigen-1k16-is-2-model-1944-sssr-tg3928-1g/
7728,Радиоуправляемая модель багги Axial Capra 1.9 Unlimited 4WD RTR 1к10 (AXI03000T2),Ожидается поступление,L11296,44402,https://igroray.ru/catalog/radioupravlyaemaya-model-baggi-axial-capra-1-9-unlimited-4wd-rtr-1k10-axi03000t2/
7729,"Радиоуправляемый краулер Remo Hobby Trial Rigs Truck (красный)  4WD 2.4G 1/10 RTR, RH1093-BC",Ожидается поступление,L41404,14592,https://igroray.ru/catalog/radioupravlyaemyy-krauler-remo-hobby-trial-rigs-truck-krasnyy-4wd-2-4g-1-10-rtr/
7730,Радиоуправляемая модель самолет Joysway Dragonfly V3 Mode 2 RTF (JS6302V3),Ожидается поступление,L13295,16932,https://igroray.ru/catalog/radioupravlyaemaya-model-samolet-joysway-js6302v3-dragonfly-v3-mode-2-rtf/
7731,"Р/У танк Heng Long 1/24 TYPE 90, стреляет шариками, RTR, 3808",Ожидается поступление,L41488,4290,https://igroray.ru/catalog/r-u-tank-heng-long-1-24-type-90-strelyaet-sharikami-rtr/
7732,Радиоуправляемая модель багги Traxxas Bandit VXL 2WD RTR 1к10 TQi TSM (TRA24076-4-PRPL),Ожидается поступление,L11202,29989,https://igroray.ru/catalog/radioupravlyaemaya-model-baggi-traxxas-bandit-vxl-2wd-rtr-1k10-tqi-tsm-tra24076-4-prpl/
7733,Радиоуправляемая модель монстр Remo Hobby MMAX Brushless UPGRADE (красный) 1к10 (RH1035UPG-RED),Ожидается поступление,L11431,17989,https://igroray.ru/catalog/radioupravlyaemaya-model-monstr-remo-hobby-mmax-brushless-upgrade-krasnyy-1k10-rh1035upg-red/
7734,Радиоуправляемая модель фермерский трактор Korody KR6631K с фронтальным погрузчиком,Ожидается поступление,L13408,1670,https://igroray.ru/catalog/radioupravlyaemaya-model-fermerskiy-traktor-korody-kr6631k-s-frontalnym-pogruzchikom/
7735,"Радиоуправляемый танк Heng Long Tiger I Professional V7.0  2.4G 1/16 RTR, HL3818-1P7.0",Ожидается поступление,L41478,20702,https://igroray.ru/catalog/radioupravlyaemyy-tank-heng-long-tiger-i-professional-v7-0-2-4g-1-16-rtr/
7736,"Р/У танк Taigen 1/16 Panzerkampfwagen IV Ausf.F2.Sd.Kfz (Германия) HC V3 2.4G RTR, TG3859-1HC3.0",Ожидается поступление,L41468,31133,https://igroray.ru/catalog/r-u-tank-taigen-1-16-panzerkampfwagen-iv-ausf-f2-sd-kfz-germaniya-hc-v3-2-4g-rtr/
7737,Радиоуправляемая модель фермерский трактор Korody KR6631B с фронтальным погрузчиком,Ожидается поступление,L13415,1740,https://igroray.ru/catalog/radioupravlyaemaya-model-fermerskiy-traktor-korody-kr6631b-s-frontalnym-pogruzchikom/
7738,Радиоуправляемый робот Zhorya интерактивный 26 см (ZYA-A2746),Ожидается поступление,L12327,1689,https://igroray.ru/catalog/radioupravlyaemyy-robot-zhorya-interaktivnyy-26-sm-zya-a2746/
7739,"Машинка GOLD LIGHT TOYS 777-005, сенсор, едет по линии",Ожидается поступление,L41806,589,https://igroray.ru/catalog/mashinka-gold-light-toys-777-005-sensor-edet-po-linii/
7740,"Р/У багги Energy 1/20 + свет + звук, BS619B",Ожидается поступление,L41799,1989,https://igroray.ru/catalog/r-u-baggi-energy-1-20-svet-zvuk-bs619b/
7741,"Радиоуправляемый танк Torro Jagdtiger, башня Henschel 1/16 ВВ-пушка, дым V3.0 2.4G RTR, TR11710-CA-3.0",Ожидается поступление,L41410,44791,https://igroray.ru/catalog/radioupravlyaemyy-tank-torro-jagdtiger-bashnya-henschel-1-16-vv-pushka-dym-v3-0-2-4g-rtr/
7742,"Р/У багги Driver 1/20 + свет + звук, BS618B",Ожидается поступление,L41803,1989,https://igroray.ru/catalog/r-u-baggi-driver-1-20-svet-zvuk-bs618b/
7743,"Р/У внедорожник Monstre Truck Toyota Celica в ассортименте 1/16 + свет + звук, OR2683B",Ожидается поступление,L41793,2589,https://igroray.ru/catalog/r-u-vnedorozhnik-monstre-truck-toyota-celica-v-assortimente-1-16-svet-zvuk-or2683b/
7744,"Р/У внедорожник Monster Truck Pickup Ford Raptor в ассортименте 1/14 + свет + звук, OR1673B",Ожидается поступление,L41789,2589,https://igroray.ru/catalog/r-u-vnedorozhnik-monster-truck-pickup-ford-raptor-v-assortimente-1-14-svet-zvuk-or1673b/
7745,"Радиоуправляемый танк Taigen 1/16 Panther type F (Германия) дым (для ИК боя) V3.0 2.4G RTR, TGIS3879F-B1-3.0",Ожидается поступление,L41429,35272,https://igroray.ru/catalog/radioupravlyaemyy-tank-taigen-1-16-panther-type-f-germaniya-dym-dlya-ik-boya-v3-0-2-4g-rtr/
7746,Радиоуправляемый вертолёт Syma S026G Chinook,Ожидается поступление,L14216,2223,https://igroray.ru/catalog/radioupravlyaemyy-vertolyet-syma-syma-s026g-chinook/
7747,Радиоуправляемая модель CS Toys мини планер Mini Glider RTF (CS-990) Red,Ожидается поступление,L13309,2070,https://igroray.ru/catalog/radioupravlyaemaya-model-cs-toys-mini-planer-cs-990-mini-glider-rtf-red/
7748,Радиоуправляемая модель MZ Bugatti Veyron Blue (1к14) (MZ-2232J-B),Ожидается поступление,L12873,2300,https://igroray.ru/catalog/radioupravlyaemaya-model-mz-bugatti-veyron-blue-1k14/
7749,"Радиоуправляемый танк Heng Long T-90 Professional V7.0  2.4G 1/16 RTR, HL3938-1P7.0",Ожидается поступление,L41477,28990,https://igroray.ru/catalog/radioupravlyaemyy-tank-heng-long-t-90-professional-v7-0-2-4g-1-16-rtr/
7750,Радиоуправляемая модель фермерский трактор Korody KR6635 с поливалкой,Ожидается поступление,L13402,1162,https://igroray.ru/catalog/radioupravlyaemaya-model-fermerskiy-traktor-korody-kr6635-s-polivalkoy/
7751,"P/У танк Taigen 1/16 Tiger 1 (Германия, ранняя версия) откат ствола (для ИК боя) V3 2.4G RTR, TGIF3818-C1-3.0",Ожидается поступление,L41444,33755,https://igroray.ru/catalog/p-u-tank-taigen-1-16-tiger-1-germaniya-rannyaya-versiya-otkat-stvola-dlya-ik-boya-v3-2-4g-rtr/
7752,Радиоуправляемая модель HobbyZone самолет Champ RTF (HBZ4900),Ожидается поступление,L13306,12893,https://igroray.ru/catalog/radioupravlyaemaya-model-hobbyzone-samolet-champ-rtf-hbz4900/
7753,"Радиоуправляемая машинка-перевертыш Happy Cow 777-607 2.4G RTR, свет",Ожидается поступление,L41718,990,https://igroray.ru/catalog/radioupravlyaemaya-mashinka-perevertysh-happy-cow-777-607-2-4g-rtr-svet/
7754,Радиоуправляемая модель Remo Hobby шорт-корс Rocket Brushless 4WD (1к16) красный (RH1625-RED),Ожидается поступление,L12900,8989,https://igroray.ru/catalog/radioupravlyaemaya-model-remo-hobby-short-kors-rocket-brushless-4wd-1k16-krasnyy/
7755,"P/У танк Taigen 1/16 Tiger 1 (Германия, поздняя версия) дым (для ИК боя) V3 2.4G RTR, TGIS3818-D1-3.0",Ожидается поступление,L41432,34622,https://igroray.ru/catalog/p-u-tank-taigen-1-16-tiger-1-germaniya-pozdnyaya-versiya-dym-dlya-ik-boya-v3-2-4g-rtr/
7756,Радиоуправляемый вертолёт Lishi Toys Mini Phoenix,Ожидается поступление,L14212,748,https://igroray.ru/catalog/radioupravlyaemyy-vertolyet-lishi-toys-6010-1-3860-10-6010-mini-phoenix/
7757,"Р/У танк Taigen 1/16 Panzerkampfwagen III (Германия) дым, свет (для ИК боя) V3 2.4G RTR камуфляж, TG3848-BC-IR3.0",Ожидается поступление,L41471,30278,https://igroray.ru/catalog/r-u-tank-taigen-1-16-panzerkampfwagen-iii-germaniya-dym-svet-dlya-ik-boya-v3-2-4g-rtr-kamuflyazh/
7758,Радиоуправляемый вертолёт Syma S107H с функцией зависания (зелёный),Ожидается поступление,L14215,1403,https://igroray.ru/catalog/radioupravlyaemyy-vertolyet-syma-s107h-s-funktsiey-zavisaniya-zelyenyy/
7759,Радиоуправляемая модель туринг Traxxas 4-TEC 3.0 C8 Corvette 4WD RTR 1к10 TQi (TRA93054-4-BL),Ожидается поступление,L11167,33650,https://igroray.ru/catalog/radioupravlyaemaya-model-turing-traxxas-4-tec-3-0-c8-corvette-4wd-rtr-1k10-tqi-tra93054-4-bl/
7760,Радиоуправляемая модель перевертыш TOP RC (10051-BLUE),Ожидается поступление,L10958,978,https://igroray.ru/catalog/radioupravlyaemaya-model-perevertysh-top-rc-10051-blue/
7761,Радиоуправляемая модель фермерский трактор Korody KR6640K с самосвальным кузовом,Ожидается поступление,L13414,1700,https://igroray.ru/catalog/radioupravlyaemaya-model-fermerskiy-traktor-korody-kr6640k-s-samosvalnym-kuzovom/
7762,Радиоуправляемая модель монстр Arrma Granite 4x4 V3 3S BLX RTR (ARA4302V3T2),Ожидается поступление,L11274,38889,https://igroray.ru/catalog/radioupravlyaemaya-model-monstr-arrma-granite-4x4-v3-3s-blx-rtr-ara4302v3t2/
7763,Радиоуправляемый автомобиль WPL минивен (желтый) 2.4G 1/10 RTR,Ожидается поступление,L41713,6990,https://igroray.ru/catalog/radioupravlyaemyy-avtomobil-wpl-miniven-zheltyy-2-4g-1-10-rtr/
7764,Радиоуправляемая модель шорт-корс Traxxas Slash 2WD RTR 1к10 (TRA58024-RX),Ожидается поступление,L11153,23789,https://igroray.ru/catalog/radioupravlyaemaya-model-short-kors-traxxas-slash-2wd-rtr-masshtab-1k10-2-4g-tra58024-rx/
7765,"Р/У динозавр ZF Брахиозавр, звук, свет, 6669",Ожидается поступление,L41821,1189,https://igroray.ru/catalog/r-u-dinozavr-zf-brakhiozavr-zvuk-svet-6669/
7766,"Радиоуправляемый танк Torro King Tiger 1/16, ВВ-пушка, дым, деревянная коробка V3.0 2.4G RTR, TR11709-CA-3.0",Ожидается поступление,L41412,44506,https://igroray.ru/catalog/radioupravlyaemyy-tank-torro-king-tiger-1-16-vv-pushka-dym-derevyannaya-korobka-v3-0-2-4g-rtr/
7767,Радиоуправляемая модель Fei Xiong самолёт Piper Cub J3 для начинающих (FX803) Yellow,Ожидается поступление,L13301,3220,https://igroray.ru/catalog/radioupravlyaemaya-model-fei-xiong-samolyet-piper-cub-j3-dlya-nachinayushchikh-fx803-yellow-red/
7768,Радиоуправляемая модель MZ краулер-амфибия YY2001 6WD Blue (1к8) (MZ-YY2001),Ожидается поступление,L12957,4289,https://igroray.ru/catalog/radioupravlyaemaya-model-mz-krauler-amfibiya-yy2001-6wd-blue-1k8/
7769,"P/У танк Taigen 1/16 Tiger 1 (Германия, поздняя версия) (для ИК боя) V3 2.4G RTR зимний камуфляж, TG3818-BS-IR3.0",Ожидается поступление,L41481,17807,https://igroray.ru/catalog/p-u-tank-taigen-1-16-tiger-1-germaniya-pozdnyaya-versiya-dlya-ik-boya-v3-2-4g-rtr-zimniy-kamuflyazh/
7770,"Р/У танк Taigen 1/16 M26 Pershing Snow leopard (США) PRO V3 2.4G RTR, TG3838-1PRO3.0",Ожидается поступление,L41480,18502,https://igroray.ru/catalog/r-u-tank-taigen-1-16-m26-pershing-snow-leopard-ssha-pro-v3-2-4g-rtr/
7771,Радиоуправляемая модель фермерский трактор Korody KR6638B с плугом,Ожидается поступление,L13364,1380,https://igroray.ru/catalog/radioupravlyaemaya-model-fermerskiy-traktor-korody-kr6638b-s-plugom/
7772,Радиоуправляемая модель краулер Axial R10 Bomber Rock Racer RTR 1к10 (AXI03016T1),Ожидается поступление,L11293,55889,https://igroray.ru/catalog/radioupravlyaemaya-model-krauler-axial-r10-bomber-rock-racer-rtr-1k10-axi03016t1/
7773,Радиоуправляемая модель Flytec катер 2011-5 RTR для рыбалки (Flytec-2011-5),Ожидается поступление,L24953,8989,https://igroray.ru/catalog/radioupravlyaemaya-model-flytec-kater-2011-5-rtr-dlya-rybalki-flytec-2011-5/
7774,Радиоуправляемая модель шорт-корс трак Arrma Senton 4x4 V3 MEGA 550 Brushed 1к10 RTR (ARA4203V3T1),Ожидается поступление,L11271,30205,https://igroray.ru/catalog/radioupravlyaemaya-model-short-kors-trak-arrma-senton-4x4-v3-mega-550-brushed-1k10-rtr-ara4203v3t1/
7775,Радиоуправляемая модель Remo Hobby краулер Mountain Lion Xtreme 4WD+4WS (1к10) (RH1072),Ожидается поступление,L12890,12064,https://igroray.ru/catalog/radioupravlyaemaya-model-remo-hobby-krauler-mountain-lion-xtreme-4wd-4ws-1k10/
7776,Радиоуправляемая модель WPL пикап 24R 4WD (1к16) Blue (WPLC-24R-BLUE),Ожидается поступление,L12960,2289,https://igroray.ru/catalog/radioupravlyaemaya-model-wpl-pikap-24r-4wd-1k16-blue/
7777,Радиоуправляемая модель фермерский трактор Korody KR6638HK с плугом,Ожидается поступление,L13355,1403,https://igroray.ru/catalog/radioupravlyaemaya-model-fermerskiy-traktor-korody-kr6638hk-s-plugom/
7778,Радиоуправляемая модель фермерский трактор Korody KR6646B с зерновой сеялкой,Ожидается поступление,L13350,2120,https://igroray.ru/catalog/radioupravlyaemaya-model-fermerskiy-traktor-korody-kr6646b-s-zernovoy-seyalkoy/
7779,Радиоуправляемая модель самолет Top RC ST Beechcraft Bonanza A36 фиолетовый 1280мм (шасси) PNP (top086B),Ожидается поступление,L13261,21989,https://igroray.ru/catalog/radioupravlyaemaya-model-samolet-top-rc-top086b-st-beechcraft-bonanza-a36-fioletovyy-1280mm-shassi-p/
7780,Радиоуправляемая модель фермерский трактор Korody KR6646K с зерновой сеялкой,Ожидается поступление,L13347,1740,https://igroray.ru/catalog/radioupravlyaemaya-model-fermerskiy-traktor-korody-kr6646k-s-zernovoy-seyalkoy/
7781,Радиоуправляемая модель Volantex RC планер Phoenix V2 RTF (Brushless) (EXA75902R),Ожидается поступление,L13263,19989,https://igroray.ru/catalog/radioupravlyaemaya-model-volantex-rc-planer-phoenix-v2-rtf-brushless-exa75902r/
7782,"Радиоуправляемый катер Flytec V201 Утка, зеленый 2.4G RTR(Flytec-V201)",Ожидается поступление,L41267,3032,https://igroray.ru/catalog/radioupravlyaemyy-kater-flytec-v201-utka-zelenyy-2-4g-rtr-flytec-v201/
7783,"Радиоуправляемая модель MJX трагги H16E Hyper Go 4WD (GPS, 1к16) (MJX-H16E)",Ожидается поступление,L12935,6984,https://igroray.ru/catalog/radioupravlyaemaya-model-traggi-mjx-h16e-hyper-go-4wd-gps-1k16/
7784,Радиоуправляемая машина Перевертыш MX25482 +акб,Ожидается поступление,L41804,1689,https://igroray.ru/catalog/radioupravlyaemaya-mashina-perevertysh-mx25482-akb-mx25482/
7785,Радиоуправляемая модель Трагги S-Track Large Long Flames 2WD RTR 1к16 (9505),Ожидается поступление,L10520,2948,https://igroray.ru/catalog/radioupravlyaemaya-model-traggi-s-track-large-long-flames-2wd-rtr-1k16-9505/
7786,"Р/У танк Heng Long 1/26 Tiger I ИК-версия, пульт MHz, RTR, 3828",Ожидается поступление,L41489,2690,https://igroray.ru/catalog/r-u-tank-heng-long-1-26-tiger-i-ik-versiya-pult-mhz-rtr/
7787,"Р/У танк Torro Sturmtiger Panzer 1/16  2.4G, зеленый, ИК-пушка, деревянная коробка, TR1111700301",Ожидается поступление,L41462,30700,https://igroray.ru/catalog/r-u-tank-torro-sturmtiger-panzer-1-16-2-4g-zelenyy-ik-pushka-derevyannaya-korobka/
7788,"Внедорожник Monstre Truck Nissan Skyline на Р/У Wangfeng 1/16 свет, звук",Ожидается поступление,L41736,3190,https://igroray.ru/catalog/vnedorozhnik-monstre-truck-nissan-skyline-na-r-u-wangfeng-1-16-svet-zvuk/
7789,Радиоуправляемая модель фермерский трактор Korody KR6640 с самосвальным кузовом,Ожидается поступление,L13407,1430,https://igroray.ru/catalog/radioupravlyaemaya-model-fermerskiy-traktor-korody-kr6640-s-samosvalnym-kuzovom/
7790,Радиоуправляемая модель Remo Hobby монстр SMAX UPGRADE V2.0 4WD (1к16) красный (RH1631UPGV2-RED),Ожидается поступление,L12904,5489,https://igroray.ru/catalog/radioupravlyaemaya-model-remo-hobby-monstr-smax-upgrade-v2-0-4wd-1k16-krasnyy/
7791,Радиоуправляемая модель Remo Hobby краулер Jeeps 4WD (1к10) (1072-SJ) (RH1072-SJ),Ожидается поступление,L12891,12064,https://igroray.ru/catalog/radioupravlyaemaya-model-remo-hobby-krauler-jeeps-4wd-1k10-1072-sj/
7792,Радиоуправляемая модель фермерский трактор Korody KR6639 с дисковым культиватором,Ожидается поступление,L13406,1730,https://igroray.ru/catalog/radioupravlyaemaya-model-fermerskiy-traktor-korody-kr6639-s-diskovym-kultivatorom/
7793,Радиоуправляемая модель трагги Traxxas E-Revo VXL TSM 4WD RTR 1к16 (TRA71076-3-BLX),Ожидается поступление,L11125,34640,https://igroray.ru/catalog/radioupravlyaemaya-model-traggi-traxxas-e-revo-vxl-tsm-4wd-rtr-masshtab-1k16-2-4g-tra71076-3-blx/
7794,Радиоуправляемая модель самолет XK Innovations J3 SKYLARK RC RTF (XK-A160),Ожидается поступление,L13287,7416,https://igroray.ru/catalog/radioupravlyaemaya-model-samolet-xk-innovations-j3-skylark-rc-rtf-xk-a160/
7795,Радиоуправляемая модель MN Model японский пикап Toyota FJ45 4WD (1к12) синий (MN-45B),Ожидается поступление,L12863,2989,https://igroray.ru/catalog/radioupravlyaemaya-model-mn-model-yaponskiy-pikap-toyota-fj45-4wd-1k12-siniy/
7796,Радиоуправляемая модель монстр Traxxas LaTrax Teton 4WD RTR 1к18 (TRA76054-1-RX),Ожидается поступление,L11093,26014,https://igroray.ru/catalog/radioupravlyaemaya-model-monstr-traxxas-latrax-teton-4wd-rtr-masshtab-1k18-2-4g-tra76054-1-rx/
7797,Радиоуправляемая модель WPL пикап 14R Hilux 4WD (1к16) Red (WPLC-14R-RED),Ожидается поступление,L12948,2489,https://igroray.ru/catalog/radioupravlyaemaya-model-wpl-pikap-14r-hilux-4wd-1k16-red/
7798,Радиоуправляемый лазерный бой Winyea Call of Life с жуком (w7001-GREEN),Ожидается поступление,L12751,2128,https://igroray.ru/catalog/radioupravlyaemyy-lazernyy-boy-winyea-call-of-life-s-zhukom-w7001-green/
7799,Радиоуправляемая модель трагги Traxxas Rustler 4x4 RTR 1к10 TQi (TRA67064-61-R),Ожидается поступление,L11228,29690,https://igroray.ru/catalog/radioupravlyaemaya-model-traggi-traxxas-rustler-4x4-rtr-1k10-tqi-tra67064-61-r/
7800,Радиоуправляемая модель XK Innovations самолет A600 (DHC-2 Beaver) 3D RTF с автопилотом(XK-A600),Ожидается поступление,L13286,7289,https://igroray.ru/catalog/radioupravlyaemaya-model-samolet-xk-innovations-a600-dhc-2-beaver-3d-rtf-s-avtopilotom/
7801,Радиоуправляемый робот JiaQi трансформер Troopers Savage (TT663),Ожидается поступление,L12342,2470,https://igroray.ru/catalog/radioupravlyaemyy-robot-jiaqi-transformer-troopers-savage-tt663/
7802,"Р/У багги Speed Master 1/16, BG018B",Ожидается поступление,L41797,2589,https://igroray.ru/catalog/r-u-baggi-speed-master-1-16-bg018b/
7803,"Р/У танк Taigen 1/16 T34-85 (СССР) V3 2.4G (зимний), TG3909-1S3.0",Ожидается поступление,L41465,31418,https://igroray.ru/catalog/r-u-tank-taigen-1-16-t34-85-sssr-v3-2-4g-zimniy/
7804,Машинка на радиоуправлении Nikko Nano Trax Blaze Blue 10182,Ожидается поступление,L16997,143,https://igroray.ru/catalog/mashinka-na-radioupravlenii-nikko-nano-trax-blaze-blue-10182/
7805,"Радиоуправляемый конструктор CaDA MASTER спорткар Italian Super Car 1к8, желтый (3187 деталей)(C61057W)",Ожидается поступление,L14298,12187,https://igroray.ru/catalog/radioupravlyaemyy-konstruktor-cada-master-sporkar-italian-super-car-zheltyy-1k8-3187-detaley-c61057w/
7806,"Боевая машина Universe на Р/У Keye Toys, лазер, пульки, голубая, Ni-Mh и З/У, 2.4G",Ожидается поступление,L41722,4290,https://igroray.ru/catalog/boevaya-mashina-universe-na-r-u-keye-toys-lazer-pulki-golubaya-ni-mh-i-z-u-2-4g/
7807,"Р/У танк Taigen 1/16 Panther type G (Германия) дым V3 2.4G RTR, TGAS3879G-B3.0",Ожидается поступление,L41427,35545,https://igroray.ru/catalog/r-u-tank-taigen-1-16-panther-type-g-germaniya-dym-v3-2-4g-rtr/
7808,Радиоуправляемая модель XK Innovations истребитель F-16B (XK-A200),Ожидается поступление,L13328,2875,https://igroray.ru/catalog/radioupravlyaemaya-model-xk-innovations-istrebitel-f-16b-xk-a200/
7809,"Радиоуправляемый танк Taigen 1/16 Leopard 2 A6 (Германия) (для ИК боя) UN V3.0 2.4G RTR, TG3889-1B-UN-IR3.0",Ожидается поступление,L41407,45839,https://igroray.ru/catalog/radioupravlyaemyy-tank-taigen-1-16-leopard-2-a6-germaniya-dlya-ik-boya-un-v3-0-2-4g-rtr/
7810,Радиоуправляемая модель Joysway самолет Huntsman V2 Mode 2 RTF Yellow (JS6108V2-YELLOW),Ожидается поступление,L13297,10932,https://igroray.ru/catalog/radioupravlyaemaya-model-joysway-samolet-huntsman-v2-mode-2-rtf-yellow-js6108v2-ye/
7811,Радиоуправляемая модель Fei Xiong планер Smurfs RTF(FX807),Ожидается поступление,L13315,1960,https://igroray.ru/catalog/radioupravlyaemaya-model-fei-xiong-planer-fx807-smurfs-rtf/
7812,"Радиоуправляемая модель CS Toys машина для дрифта (управление жестами, стреляет мягкими пулями) зелёная(PRON-368-GREEN)",Ожидается поступление,L13117,3489,https://igroray.ru/catalog/radioupravlyaemaya-model-cs-toys-pron-368-green-mashina-dlya-drifta-upravlenie-zhestami-strelyaet-ge/
7813,Р/У монстр Huan Qi High Speed HQ543 1:16 2.4G,Ожидается поступление,L41788,2289,https://igroray.ru/catalog/r-u-monstr-huan-qi-high-speed-hq543-1-16-2-4g/
7814,"P/У танк Taigen 1/16 Tiger 1 (Германия, поздняя версия) (для ИК боя) V3 2.4G RTR лесной камуфляж, TG3818-BC-IR3.0",Ожидается поступление,L41482,17807,https://igroray.ru/catalog/p-u-tank-taigen-1-16-tiger-1-germaniya-pozdnyaya-versiya-dlya-ik-boya-v3-2-4g-rtr-lesnoy-kamuflyazh/
7815,Радиоуправляемая модель фермерский трактор Korody KR6637HK с роторной косилкой,Ожидается поступление,L13354,1960,https://igroray.ru/catalog/radioupravlyaemaya-model-fermerskiy-traktor-korody-kr6637hk-s-rotornoy-kosilkoy/
7816,Радиоуправляемая модель Fei Xiong истребитель SU-35 для начинающих (FX820-BLUE),Ожидается поступление,L13302,2130,https://igroray.ru/catalog/radioupravlyaemaya-model-fei-xiong-istrebitel-su-35-dlya-nachinayushchikh-fx820-blue/
7817,Радиоуправляемая модель WPL японский внедорожник Toyota FJ40 4WD (1к16) KIT желтая (C-34KM-Y),Ожидается поступление,L12842,6540,https://igroray.ru/catalog/radioupravlyaemaya-model-wpl-yaponskiy-vnedorozhnik-toyota-fj40-4wd-1k16-kit-zheltaya/
7818,Радиоуправляемая модель трагги Traxxas E-Revo VXL 4WD RTR 1к10 (TRA86086-4-G),Ожидается поступление,L11061,63350,https://igroray.ru/catalog/radioupravlyaemaya-model-traggi-traxxas-e-revo-vxl-4wd-rtr-1k10-tra86086-4-g/
7819,"Р/У танк Taigen 1/16 ИС-2 модель 1944 (СССР) откат ствола (для ИК боя) V3 2.4G RTR, TGIF3928-B1-3.0",Ожидается поступление,L41424,36400,https://igroray.ru/catalog/r-u-tank-taigen-1-16-is-2-model-1944-sssr-otkat-stvola-dlya-ik-boya-v3-2-4g-rtr/
7820,"Радиоуправляемая пожарная машина Double Eagle E755-003, разборная",Ожидается поступление,L13367,1660,https://igroray.ru/catalog/radioupravlyaemaya-pozharnaya-mashina-double-eagle-e755-003-razbornaya-s-otvertkoy/
7821,Радиоуправляемая модель Double Eagle розовая сцена E669-003 на колесах (1к18) Pink,Ожидается поступление,L13035,3189,https://igroray.ru/catalog/radioupravlyaemaya-model-double-eagle-rozovaya-stsena-e669-003-na-kolesakh-1k18-pink/
7822,Радиоуправляемая модель фермерский трактор Korody KR6634 с погрузчиком тюков,Ожидается поступление,L13401,1185,https://igroray.ru/catalog/radioupravlyaemaya-model-fermerskiy-traktor-korody-kr6634-s-pogruzchikom-tyukov/
